id,categorie,latitude,longitude,location,phone,price,rating,review_count,url,image_url
gregoire-berkeley,american,37.8785970706384,-122.268645902327,"2109 Cedar St, Berkeley, CA 94709",(510) 883-1893,$$,4.0,2030,https://s3-media1.fl.yelpcdn.com/bphoto/QcahkKGkwBparV4jO1Ccew/o.jpg,https://www.yelp.com/biz/gregoire-berkeley?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
tharaphu-burmese-street-food-berkeley,american,37.8714679364032,-122.26755523706,"2037 Shattuck Ave, Berkeley, CA 94704",(510) 356-4860,$,4.0,163,https://s3-media2.fl.yelpcdn.com/bphoto/-GOjecF8SE3ELA2tXiq6-g/o.jpg,https://www.yelp.com/biz/tharaphu-burmese-street-food-berkeley?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
ippudo-berkeley,american,37.87198,-122.26749,"2015 Shattuck Ave, Berkeley, CA 94704",(510) 666-8807,$$,3.5,440,https://s3-media3.fl.yelpcdn.com/bphoto/-EAdBGhD68_kjGpJmcXn5w/o.jpg,https://www.yelp.com/biz/ippudo-berkeley?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
great-china-berkeley,american,37.8676818865786,-122.26615783488,"2190 Bancroft Way, Berkeley, CA 94704",(510) 843-7996,$$,4.0,1695,https://s3-media2.fl.yelpcdn.com/bphoto/nqMkzssu897V0jMgtP2IAA/o.jpg,https://www.yelp.com/biz/great-china-berkeley?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
gather-berkeley,american,37.8694781027984,-122.266114248013,"2200 Oxford St, Berkeley, CA 94704",(510) 809-0400,$$,4.0,1976,https://s3-media2.fl.yelpcdn.com/bphoto/XwiV9HD8LRciCYCANDsUbA/o.jpg,https://www.yelp.com/biz/gather-berkeley?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
la-marcha-tapas-bar-berkeley,american,37.8686158247621,-122.292174473405,"2026 San Pablo Ave, Berkeley, CA 94702",(510) 647-9525,$$,4.0,354,https://s3-media2.fl.yelpcdn.com/bphoto/Oix1qrEyYSQwtjSjqpPB0Q/o.jpg,https://www.yelp.com/biz/la-marcha-tapas-bar-berkeley?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
barbarian-pizza-bar-berkeley,american,37.87173,-122.26867,"2012 Shattuck Ave, Berkeley, CA 94704",(510) 225-9683,$,4.5,26,https://s3-media1.fl.yelpcdn.com/bphoto/juMP3kMCZT8ajacE2Qmh6g/o.jpg,https://www.yelp.com/biz/barbarian-pizza-bar-berkeley?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
tigerlily-berkeley-berkeley,american,37.8797404028451,-122.26899094044,"1513 Shattuck Ave, Berkeley, CA 94709",(510) 540-7900,$$,4.0,403,https://s3-media1.fl.yelpcdn.com/bphoto/rOBTZfPYAxMa2Jels0fkNw/o.jpg,https://www.yelp.com/biz/tigerlily-berkeley-berkeley?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
casa-latina-berkeley-2,american,37.87154,-122.29259,"1805 San Pablo Ave, Berkeley, CA 94702",(510) 558-7177,$,4.5,741,https://s3-media3.fl.yelpcdn.com/bphoto/Phyokj6X3pBXbqLg2HuxBw/o.jpg,https://www.yelp.com/biz/casa-latina-berkeley-2?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
brazil-fresh-squeeze-cafe-berkeley,american,37.872552852207,-122.26674645696,"2161 University Ave, Berkeley, CA 94704",(510) 845-8011,$,4.5,1158,https://s3-media4.fl.yelpcdn.com/bphoto/NiYp4yIc64LA4kTk_OrpDw/o.jpg,https://www.yelp.com/biz/brazil-fresh-squeeze-cafe-berkeley?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
the-snack-shack-berkeley,american,37.8755147371093,-122.259808405423,"2505 Hearst Ave, Berkeley, CA 94709",(510) 679-5171,$,4.0,110,https://s3-media2.fl.yelpcdn.com/bphoto/gVXKiJKtF0lcosvHyVJT0Q/o.jpg,https://www.yelp.com/biz/the-snack-shack-berkeley?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
saha-berkeley,american,37.8648936,-122.2674117,"2451 Shattuck Ave, Berkeley, CA 94704",(510) 900-2457,$$$,4.0,892,https://s3-media3.fl.yelpcdn.com/bphoto/Em33q4eyxxve3uyHFayB0w/o.jpg,https://www.yelp.com/biz/saha-berkeley?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
smokes-poutinerie-berkeley,american,37.86763,-122.25812,"2518 Durant Ave, Unit A, Berkeley, CA 94704",(510) 540-7500,$,4.0,683,https://s3-media1.fl.yelpcdn.com/bphoto/aLTOuVOe3Lc-h6Wx67lm0Q/o.jpg,https://www.yelp.com/biz/smokes-poutinerie-berkeley?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
shihlin-taiwan-street-snacks-berkeley,american,37.8682630277819,-122.258025721986,"2521 Durant Ave, Ste E, Berkeley, CA 94704",(510) 529-4166,$,4.0,52,https://s3-media3.fl.yelpcdn.com/bphoto/yrlwGEt906dWmd5hdfT6Lw/o.jpg,https://www.yelp.com/biz/shihlin-taiwan-street-snacks-berkeley?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
bettes-oceanview-diner-berkeley,american,37.87003,-122.30046,"1807 4th St, Berkeley, CA 94710",(510) 644-3230,$$,4.0,1763,https://s3-media4.fl.yelpcdn.com/bphoto/ReHkotck4HI88tQ55sdnjw/o.jpg,https://www.yelp.com/biz/bettes-oceanview-diner-berkeley?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
super-super-restaurant-berkeley,american,37.8776385324438,-122.295125238597,"1428 San Pablo Ave, Berkeley, CA 94702",(510) 559-7759,$,4.5,197,https://s3-media3.fl.yelpcdn.com/bphoto/oS16RKoUj39ACCwe8unaAw/o.jpg,https://www.yelp.com/biz/super-super-restaurant-berkeley?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
900-grayson-berkeley-2,american,37.8552798181772,-122.292307913303,"900 Grayson St, Berkeley, CA 94710",(510) 704-9900,$$,4.0,1823,https://s3-media1.fl.yelpcdn.com/bphoto/ZyKpoaGTM8yY2vGSNkuv9A/o.jpg,https://www.yelp.com/biz/900-grayson-berkeley-2?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
finfine-ethiopian-restaurant-berkeley,ethiopian,37.8638743914079,-122.258828785323,"2556 Telegraph Ave, Berkeley, CA 94704",(510) 883-0167,$$,4.0,280,https://s3-media3.fl.yelpcdn.com/bphoto/_asz2hYj-G_QL3uFVVF1DQ/o.jpg,https://www.yelp.com/biz/finfine-ethiopian-restaurant-berkeley?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
kaffa-ethiopian-cuisine-berkeley-2,ethiopian,37.85343,-122.27873,"2987 Sacramento, Berkeley, CA 94702",(510) 677-5822,$$,4.5,115,https://s3-media3.fl.yelpcdn.com/bphoto/d9fBYXms4s7VuCaOka5JRw/o.jpg,https://www.yelp.com/biz/kaffa-ethiopian-cuisine-berkeley-2?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
lemat-berkeley,ethiopian,37.8502904420959,-122.271161042154,"3212 Adeline St, Berkeley, CA 94703",(510) 430-2717,$$,4.5,100,https://s3-media3.fl.yelpcdn.com/bphoto/s8Uq62gXzxhqOOBoc3NIig/o.jpg,https://www.yelp.com/biz/lemat-berkeley?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
cafe-colucci-oakland,ethiopian,37.8507027131323,-122.260648568894,"6427 Telegraph Ave, Oakland, CA 94609",(510) 601-7999,$$,4.0,948,https://s3-media3.fl.yelpcdn.com/bphoto/px3NWvXUMQq9iQhBJw1Pyg/o.jpg,https://www.yelp.com/biz/cafe-colucci-oakland?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
ethiopia-restaurant-berkeley,ethiopian,37.85677,-122.25915,"2955 Telegraph Ave, Berkeley, CA 94705",(510) 843-1992,$$,3.5,418,https://s3-media3.fl.yelpcdn.com/bphoto/COj3SjRtXkyZ8rixywHvLg/o.jpg,https://www.yelp.com/biz/ethiopia-restaurant-berkeley?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
enssaro-oakland,ethiopian,37.8088789433241,-122.255792319775,"357A Grand Ave, Oakland, CA 94610",(510) 238-9050,$$,4.0,1177,https://s3-media3.fl.yelpcdn.com/bphoto/FAad_r9IO5T8XHSItw5jJw/o.jpg,https://www.yelp.com/biz/enssaro-oakland?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
barcote-ethiopian-restaurant-oakland,ethiopian,37.8508644104004,-122.260101318359,"6430 Telegraph Ave, Oakland, CA 94609",(510) 923-6181,$$,4.5,135,https://s3-media1.fl.yelpcdn.com/bphoto/Ky3TrcHnHSLsaqbXhgkpcA/o.jpg,https://www.yelp.com/biz/barcote-ethiopian-restaurant-oakland?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
cafe-romanat-oakland,ethiopian,37.8119459,-122.2481638,"462 Santa Clara Ave, Oakland, CA 94610",(510) 444-1800,$$,4.5,253,https://s3-media3.fl.yelpcdn.com/bphoto/wSb7uSRVMPvb-Lv1_q8U4A/o.jpg,https://www.yelp.com/biz/cafe-romanat-oakland?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
asmara-restaurant-oakland,ethiopian,37.8367636870741,-122.262527947083,"5020 Telegraph Ave, Oakland, CA 94609",(510) 547-5100,$$,4.0,387,https://s3-media3.fl.yelpcdn.com/bphoto/nDkK_c2hZ9XF2Z7JliqVVA/o.jpg,https://www.yelp.com/biz/asmara-restaurant-oakland?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
addis-ethiopian-restaurant-oakland,ethiopian,37.84744,-122.26057,"6100 Telegraph Ave, Oakland, CA 94609",(510) 653-3456,$$,4.0,493,https://s3-media4.fl.yelpcdn.com/bphoto/Flc8pMBg9aWek7im01UPFw/o.jpg,https://www.yelp.com/biz/addis-ethiopian-restaurant-oakland?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
cafe-eritrea-d-afrique-oakland-4,ethiopian,37.82985,-122.26464,"4069 Telegraph Ave, Oakland, CA 94609",(510) 547-4520,$$,4.0,178,https://s3-media2.fl.yelpcdn.com/bphoto/eUOY_rZwSw1UOqa5FuM05g/o.jpg,https://www.yelp.com/biz/cafe-eritrea-d-afrique-oakland-4?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
cafe-dareye-oakland-2,ethiopian,37.8148166835308,-122.268188148737,"2504 Telegraph Ave, Oakland, CA 94612",(510) 817-4548,$,4.5,84,https://s3-media3.fl.yelpcdn.com/bphoto/2q8U_aXDHIZXkVZniQYyCA/o.jpg,https://www.yelp.com/biz/cafe-dareye-oakland-2?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
mlk-café-oakland-3,ethiopian,37.8285443112769,-122.268576573819,"3860 Martin Luther King Junior Way, Oakland, CA 94609",(510) 450-0600,$,4.5,81,https://s3-media2.fl.yelpcdn.com/bphoto/_EpnIebGnQnH8nc5u5uT3Q/o.jpg,https://www.yelp.com/biz/mlk-caf%C3%A9-oakland-3?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
taste-of-temescal-oakland,ethiopian,37.8358994,-122.2629242,"510 49th St, Ste 203, Oakland, CA 94609",,$$,5.0,4,https://s3-media1.fl.yelpcdn.com/bphoto/kk8WWNUIRLKE40IXmUIdEA/o.jpg,https://www.yelp.com/biz/taste-of-temescal-oakland?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
taste-of-ethiopia-el-cerrito,ethiopian,37.9271225447677,-122.319269143045,"11740 San Pablo Ave, El Cerrito, CA 94530",(510) 778-1905,$$,3.5,97,https://s3-media1.fl.yelpcdn.com/bphoto/Oa40UgBtB-Mc8NFTqpE2Nw/o.jpg,https://www.yelp.com/biz/taste-of-ethiopia-el-cerrito?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
red-sea-restaurant-oakland,ethiopian,37.83829,-122.26126,"5200 Claremont Ave, Oakland, CA 94618",(510) 655-3757,$$,4.0,214,https://s3-media3.fl.yelpcdn.com/bphoto/cvaMq6ZUS1C1zRwkegmjgA/o.jpg,https://www.yelp.com/biz/red-sea-restaurant-oakland?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
abesha-ethiopian-cuisine-oakland,ethiopian,37.8364727761726,-122.264046588452,"4929 Shattuck Ave, Oakland, CA 94609",(510) 653-8383,$$,4.0,117,https://s3-media3.fl.yelpcdn.com/bphoto/udC9Uk5EJb4j8y9y6FYU-g/o.jpg,https://www.yelp.com/biz/abesha-ethiopian-cuisine-oakland?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
messob-ethiopian-restaurant-oakland,ethiopian,37.82923,-122.24898,"4301 Piedmont Ave, Oakland, CA 94611",(510) 428-1122,$$,4.0,215,https://s3-media3.fl.yelpcdn.com/bphoto/QK5tXVQdGkLwGuEEBvh_9A/o.jpg,https://www.yelp.com/biz/messob-ethiopian-restaurant-oakland?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
lula-oakland,ethiopian,37.8174374,-122.2677614,"2805 Telegraph Ave, Oakland, CA 94609",,$$,4.5,10,https://s3-media1.fl.yelpcdn.com/bphoto/9w75xLtiLz_ybN3nAP1NTA/o.jpg,https://www.yelp.com/biz/lula-oakland?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
sheba-dining-oakland-3,ethiopian,37.80274,-122.27002,"371 13th St, Oakland, CA 94612",(510) 326-9101,$$,4.0,92,https://s3-media3.fl.yelpcdn.com/bphoto/STdGyWoc6WDcZ-qL03bs6w/o.jpg,https://www.yelp.com/biz/sheba-dining-oakland-3?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
enssaro-cafe-oakland-5,ethiopian,37.8091808,-122.2552205,"366 Grand Ave, Oakland, CA 94610",(510) 788-4104,$,4.0,42,https://s3-media3.fl.yelpcdn.com/bphoto/Vo7Mn97QK0a_Io_taY2Ahw/o.jpg,https://www.yelp.com/biz/enssaro-cafe-oakland-5?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
anfilo-oakland-2,ethiopian,37.8114102,-122.2665892,"35 Grand Ave, Oakland, CA 94612",(510) 828-2759,$$,4.0,81,https://s3-media2.fl.yelpcdn.com/bphoto/f3zOos8KoRsyylGfbNwsIw/o.jpg,https://www.yelp.com/biz/anfilo-oakland-2?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
ethiopian-2010-new-year-celebration-berkeley,ethiopian,37.87013,-122.26937,"Mlk Civic Center Park, Berkeley, CA 94704",,$$,3.0,1,,https://www.yelp.com/biz/ethiopian-2010-new-year-celebration-berkeley?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
abyssinia-market-oakland,ethiopian,37.8148399,-122.26859,"2525 Telegraph Ave, Oakland, CA 94612",(510) 654-0500,$$,4.0,1,https://s3-media4.fl.yelpcdn.com/bphoto/_OJAlUjf5NB6h4UYmyGElg/o.jpg,https://www.yelp.com/biz/abyssinia-market-oakland?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
fikir-catering-oakland,ethiopian,,,"Oakland, CA",(510) 467-3854,$$,4.0,1,,https://www.yelp.com/biz/fikir-catering-oakland?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
cinderella-bakery-and-cafe-san-francisco-2,russian,37.77745,-122.46374,"436 Balboa St, San Francisco, CA 94118",(415) 751-9690,$,4.0,740,https://s3-media2.fl.yelpcdn.com/bphoto/SpwEGTCK2TjuLnDDbv7TVw/o.jpg,https://www.yelp.com/biz/cinderella-bakery-and-cafe-san-francisco-2?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
bistro-gambrinus-san-francisco-4,russian,37.7756635,-122.4469542,"1813 Fulton St, San Francisco, CA 94117",(415) 221-7777,$$,4.0,282,https://s3-media1.fl.yelpcdn.com/bphoto/t53V7icGW54xttBj3h8jAg/o.jpg,https://www.yelp.com/biz/bistro-gambrinus-san-francisco-4?adjust_creative=e6rMLyS04dP-qxhHEUbYVQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e6rMLyS04dP-qxhHEUbYVQ
